date,ticker,open,high,low,close,adj_close,volume
,,^NSEI,^NSEI,^NSEI,^NSEI,^NSEI,^NSEI
2024-07-02,^NSEI,24228.75,24236.349609375,24056.400390625,24123.849609375,24123.849609375,0
2024-07-03,^NSEI,24291.75,24309.150390625,24207.099609375,24286.5,24286.5,0
2024-07-04,^NSEI,24369.94921875,24401.0,24281.0,24302.150390625,24302.150390625,251200
2024-07-05,^NSEI,24213.349609375,24363.0,24168.849609375,24323.849609375,24323.849609375,298400
2024-07-08,^NSEI,24329.44921875,24344.599609375,24240.55078125,24320.55078125,24320.55078125,266300
2024-07-09,^NSEI,24351.0,24443.599609375,24331.900390625,24433.19921875,24433.19921875,250500
2024-07-10,^NSEI,24459.849609375,24461.05078125,24141.80078125,24324.44921875,24324.44921875,292300
2024-07-11,^NSEI,24396.55078125,24402.650390625,24193.75,24315.94921875,24315.94921875,306400
2024-07-12,^NSEI,24387.94921875,24592.19921875,24331.150390625,24502.150390625,24502.150390625,325800
2024-07-15,^NSEI,24587.599609375,24635.05078125,24522.75,24586.69921875,24586.69921875,305400
2024-07-16,^NSEI,24615.900390625,24661.25,24587.650390625,24613.0,24613.0,283200
2024-07-18,^NSEI,24543.80078125,24837.75,24504.44921875,24800.849609375,24800.849609375,350900
2024-07-19,^NSEI,24853.80078125,24854.80078125,24508.150390625,24530.900390625,24530.900390625,343800
2024-07-22,^NSEI,24445.75,24595.19921875,24362.30078125,24509.25,24509.25,324200
2024-07-23,^NSEI,24568.900390625,24582.55078125,24074.19921875,24479.05078125,24479.05078125,436400
2024-07-24,^NSEI,24444.94921875,24504.25,24307.25,24413.5,24413.5,366600
2024-07-25,^NSEI,24230.94921875,24426.150390625,24210.80078125,24406.099609375,24406.099609375,391800
2024-07-26,^NSEI,24423.349609375,24861.150390625,24410.900390625,24834.849609375,24834.849609375,383800
2024-07-29,^NSEI,24943.30078125,24999.75,24774.599609375,24836.099609375,24836.099609375,355000
2024-07-30,^NSEI,24839.400390625,24971.75,24798.650390625,24857.30078125,24857.30078125,385000
2024-07-31,^NSEI,24886.69921875,24984.599609375,24856.5,24951.150390625,24951.150390625,333600
2024-08-01,^NSEI,25030.94921875,25078.30078125,24956.400390625,25010.900390625,25010.900390625,431300
2024-08-02,^NSEI,24789.0,24851.900390625,24686.849609375,24717.69921875,24717.69921875,345000
2024-08-05,^NSEI,24302.849609375,24350.05078125,23893.69921875,24055.599609375,24055.599609375,487000
2024-08-06,^NSEI,24189.849609375,24382.599609375,23960.400390625,23992.55078125,23992.55078125,312300
2024-08-07,^NSEI,24289.400390625,24337.69921875,24184.900390625,24297.5,24297.5,317600
2024-08-08,^NSEI,24248.55078125,24340.5,24079.69921875,24117.0,24117.0,311900
2024-08-09,^NSEI,24386.849609375,24419.75,24311.19921875,24367.5,24367.5,215100
2024-08-12,^NSEI,24320.05078125,24472.80078125,24212.099609375,24347.0,24347.0,279900
2024-08-13,^NSEI,24342.349609375,24359.94921875,24116.5,24139.0,24139.0,239700
2024-08-14,^NSEI,24184.400390625,24196.5,24099.69921875,24143.75,24143.75,303300
2024-08-16,^NSEI,24334.849609375,24563.900390625,24204.5,24541.150390625,24541.150390625,271600
2024-08-19,^NSEI,24636.349609375,24638.80078125,24522.94921875,24572.650390625,24572.650390625,243600
2024-08-20,^NSEI,24648.900390625,24734.30078125,24607.19921875,24698.849609375,24698.849609375,238300
2024-08-21,^NSEI,24680.55078125,24787.94921875,24654.5,24770.19921875,24770.19921875,257100
2024-08-22,^NSEI,24863.400390625,24867.349609375,24784.44921875,24811.5,24811.5,220300
2024-08-23,^NSEI,24845.400390625,24858.400390625,24771.650390625,24823.150390625,24823.150390625,206800
2024-08-26,^NSEI,24906.099609375,25043.80078125,24874.69921875,25010.599609375,25010.599609375,210300
2024-08-27,^NSEI,25024.80078125,25073.099609375,24973.650390625,25017.75,25017.75,223300
2024-08-28,^NSEI,25030.80078125,25129.599609375,24964.650390625,25052.349609375,25052.349609375,220400
2024-08-29,^NSEI,25035.30078125,25192.900390625,24998.5,25151.94921875,25151.94921875,354000
2024-08-30,^NSEI,25249.69921875,25268.349609375,25199.400390625,25235.900390625,25235.900390625,638200
2024-09-02,^NSEI,25333.599609375,25333.650390625,25235.5,25278.69921875,25278.69921875,222800
2024-09-03,^NSEI,25313.400390625,25321.69921875,25235.80078125,25279.849609375,25279.849609375,212100
2024-09-04,^NSEI,25089.94921875,25216.0,25083.80078125,25198.69921875,25198.69921875,253800
2024-09-05,^NSEI,25250.5,25275.44921875,25127.75,25145.099609375,25145.099609375,222200
2024-09-06,^NSEI,25093.69921875,25168.75,24801.30078125,24852.150390625,24852.150390625,311700
2024-09-09,^NSEI,24823.400390625,24957.5,24753.150390625,24936.400390625,24936.400390625,254400
2024-09-10,^NSEI,24999.400390625,25130.5,24896.80078125,25041.099609375,25041.099609375,251300
2024-09-11,^NSEI,25034.0,25113.69921875,24885.150390625,24918.44921875,24918.44921875,279200
2024-09-12,^NSEI,25059.650390625,25433.349609375,24941.44921875,25388.900390625,25388.900390625,380100
2024-09-13,^NSEI,25430.44921875,25430.5,25292.44921875,25356.5,25356.5,250800
2024-09-16,^NSEI,25406.650390625,25445.69921875,25336.19921875,25383.75,25383.75,168700
2024-09-17,^NSEI,25416.900390625,25441.650390625,25352.25,25418.55078125,25418.55078125,216000
2024-09-18,^NSEI,25402.400390625,25482.19921875,25285.55078125,25377.55078125,25377.55078125,215700
2024-09-19,^NSEI,25487.05078125,25611.94921875,25376.05078125,25415.80078125,25415.80078125,314500
2024-09-20,^NSEI,25525.94921875,25849.25,25426.599609375,25790.94921875,25790.94921875,533100
2024-09-23,^NSEI,25872.55078125,25956.0,25847.349609375,25939.05078125,25939.05078125,209200
2024-09-24,^NSEI,25921.44921875,26011.55078125,25886.849609375,25940.400390625,25940.400390625,384100
2024-09-25,^NSEI,25899.44921875,26032.80078125,25871.349609375,26004.150390625,26004.150390625,278500
2024-09-26,^NSEI,26005.400390625,26250.900390625,25998.400390625,26216.05078125,26216.05078125,370900
2024-09-27,^NSEI,26248.25,26277.349609375,26151.400390625,26178.94921875,26178.94921875,490300
2024-09-30,^NSEI,26061.30078125,26134.69921875,25794.099609375,25810.849609375,25810.849609375,343100
2024-10-01,^NSEI,25788.44921875,25907.599609375,25739.19921875,25796.900390625,25796.900390625,247400
2024-10-03,^NSEI,25452.849609375,25639.44921875,25230.30078125,25250.099609375,25250.099609375,423400
2024-10-04,^NSEI,25181.900390625,25485.05078125,24966.80078125,25014.599609375,25014.599609375,374900
2024-10-07,^NSEI,25084.099609375,25143.0,24694.349609375,24795.75,24795.75,374300
2024-10-08,^NSEI,24832.19921875,25044.0,24756.80078125,25013.150390625,25013.150390625,333200
2024-10-09,^NSEI,25065.80078125,25234.05078125,24947.69921875,24981.94921875,24981.94921875,290600
2024-10-10,^NSEI,25067.05078125,25134.05078125,24979.400390625,24998.44921875,24998.44921875,261400
2024-10-11,^NSEI,24985.30078125,25028.650390625,24920.05078125,24964.25,24964.25,210500
2024-10-14,^NSEI,25023.44921875,25159.75,25017.5,25127.94921875,25127.94921875,206400
2024-10-15,^NSEI,25186.30078125,25212.05078125,25008.150390625,25057.349609375,25057.349609375,257200
2024-10-16,^NSEI,25008.55078125,25093.400390625,24908.44921875,24971.30078125,24971.30078125,226800
2024-10-17,^NSEI,25027.400390625,25029.5,24728.900390625,24749.849609375,24749.849609375,252800
2024-10-18,^NSEI,24664.94921875,24886.19921875,24567.650390625,24854.05078125,24854.05078125,290900
2024-10-21,^NSEI,24956.150390625,24978.30078125,24679.599609375,24781.099609375,24781.099609375,242000
2024-10-22,^NSEI,24798.650390625,24882.0,24445.80078125,24472.099609375,24472.099609375,279500
2024-10-23,^NSEI,24378.150390625,24604.25,24378.099609375,24435.5,24435.5,284600
2024-10-24,^NSEI,24412.69921875,24480.650390625,24341.19921875,24399.400390625,24399.400390625,216700
2024-10-25,^NSEI,24418.05078125,24440.25,24073.900390625,24180.80078125,24180.80078125,372600
2024-10-28,^NSEI,24251.099609375,24492.599609375,24134.900390625,24339.150390625,24339.150390625,278600
2024-10-29,^NSEI,24328.849609375,24484.5,24140.849609375,24466.849609375,24466.849609375,332000
2024-10-30,^NSEI,24371.44921875,24498.19921875,24307.30078125,24340.849609375,24340.849609375,285200
2024-10-31,^NSEI,24349.849609375,24372.44921875,24172.599609375,24205.349609375,24205.349609375,287000
2024-11-01,^NSEI,24302.75,24368.25,24280.19921875,24304.349609375,24304.349609375,38800
2024-11-04,^NSEI,24315.75,24316.75,23816.150390625,23995.349609375,23995.349609375,285500
2024-11-05,^NSEI,23916.5,24229.05078125,23842.75,24213.30078125,24213.30078125,289500
2024-11-06,^NSEI,24308.75,24537.599609375,24204.05078125,24484.05078125,24484.05078125,351100
2024-11-07,^NSEI,24489.599609375,24503.349609375,24179.05078125,24199.349609375,24199.349609375,322200
2024-11-08,^NSEI,24207.69921875,24276.150390625,24066.650390625,24148.19921875,24148.19921875,298700
2024-11-11,^NSEI,24087.25,24336.80078125,24004.599609375,24141.30078125,24141.30078125,273400
2024-11-12,^NSEI,24225.80078125,24242.0,23839.150390625,23883.44921875,23883.44921875,255800
2024-11-13,^NSEI,23822.44921875,23873.599609375,23509.599609375,23559.05078125,23559.05078125,304600
2024-11-14,^NSEI,23542.150390625,23675.900390625,23484.150390625,23532.69921875,23532.69921875,257700
2024-11-18,^NSEI,23605.30078125,23606.80078125,23350.400390625,23453.80078125,23453.80078125,263300
2024-11-19,^NSEI,23529.55078125,23780.650390625,23464.80078125,23518.5,23518.5,297500
2024-11-21,^NSEI,23488.44921875,23507.30078125,23263.150390625,23349.900390625,23349.900390625,420300
2024-11-22,^NSEI,23411.80078125,23956.099609375,23359.0,23907.25,23907.25,367600
2024-11-25,^NSEI,24253.55078125,24351.55078125,24135.44921875,24221.900390625,24221.900390625,687200
2024-11-26,^NSEI,24343.30078125,24343.30078125,24125.400390625,24194.5,24194.5,230700
2024-11-27,^NSEI,24204.80078125,24354.55078125,24145.650390625,24274.900390625,24274.900390625,295000
2024-11-28,^NSEI,24274.150390625,24345.75,23873.349609375,23914.150390625,23914.150390625,366700
2024-11-29,^NSEI,23927.150390625,24188.44921875,23927.150390625,24131.099609375,24131.099609375,282100
2024-12-02,^NSEI,24140.849609375,24301.69921875,24008.650390625,24276.05078125,24276.05078125,220400
2024-12-03,^NSEI,24367.5,24481.349609375,24280.0,24457.150390625,24457.150390625,339500
2024-12-04,^NSEI,24488.75,24573.19921875,24366.30078125,24467.44921875,24467.44921875,348000
2024-12-05,^NSEI,24539.150390625,24857.75,24295.55078125,24708.400390625,24708.400390625,361500
2024-12-06,^NSEI,24729.44921875,24751.05078125,24620.5,24677.80078125,24677.80078125,226700
2024-12-09,^NSEI,24633.900390625,24705.0,24580.05078125,24619.0,24619.0,248100
2024-12-10,^NSEI,24652.650390625,24677.80078125,24510.650390625,24610.05078125,24610.05078125,261000
2024-12-11,^NSEI,24620.5,24691.75,24583.849609375,24641.80078125,24641.80078125,187300
2024-12-12,^NSEI,24604.44921875,24675.25,24527.94921875,24548.69921875,24548.69921875,266100
2024-12-13,^NSEI,24498.349609375,24792.30078125,24180.80078125,24768.30078125,24768.30078125,310100
2024-12-16,^NSEI,24753.400390625,24781.25,24601.75,24668.25,24668.25,187600
2024-12-17,^NSEI,24584.80078125,24624.099609375,24303.44921875,24336.0,24336.0,264900
2024-12-18,^NSEI,24297.94921875,24394.44921875,24149.849609375,24198.849609375,24198.849609375,235300
2024-12-19,^NSEI,23877.150390625,24004.900390625,23870.30078125,23951.69921875,23951.69921875,271100
2024-12-20,^NSEI,23960.69921875,24065.80078125,23537.349609375,23587.5,23587.5,442700
2024-12-23,^NSEI,23738.19921875,23869.55078125,23647.19921875,23753.44921875,23753.44921875,189800
2024-12-24,^NSEI,23769.099609375,23867.650390625,23685.150390625,23727.650390625,23727.650390625,177700
2024-12-26,^NSEI,23775.80078125,23854.5,23653.599609375,23750.19921875,23750.19921875,177700
2024-12-27,^NSEI,23801.400390625,23938.849609375,23800.599609375,23813.400390625,23813.400390625,176800
2024-12-30,^NSEI,23796.900390625,23915.349609375,23599.30078125,23644.900390625,23644.900390625,364900
2024-12-31,^NSEI,23560.599609375,23689.849609375,23460.44921875,23644.80078125,23644.80078125,193600
2025-01-01,^NSEI,23637.650390625,23822.80078125,23562.80078125,23742.900390625,23742.900390625,154900
2025-01-02,^NSEI,23783.0,24226.69921875,23751.55078125,24188.650390625,24188.650390625,283200
2025-01-03,^NSEI,24196.400390625,24196.44921875,23976.0,24004.75,24004.75,312300
2025-01-06,^NSEI,24045.80078125,24089.94921875,23551.900390625,23616.05078125,23616.05078125,278100
2025-01-07,^NSEI,23679.900390625,23795.19921875,23637.80078125,23707.900390625,23707.900390625,262300
2025-01-08,^NSEI,23746.650390625,23751.849609375,23496.150390625,23688.94921875,23688.94921875,266400
2025-01-09,^NSEI,23674.75,23689.5,23503.05078125,23526.5,23526.5,269200
2025-01-10,^NSEI,23551.900390625,23596.599609375,23344.349609375,23431.5,23431.5,261000
2025-01-13,^NSEI,23195.400390625,23340.94921875,23047.25,23085.94921875,23085.94921875,316500
2025-01-14,^NSEI,23165.900390625,23264.94921875,23134.150390625,23176.05078125,23176.05078125,311200
2025-01-15,^NSEI,23250.44921875,23293.650390625,23146.44921875,23213.19921875,23213.19921875,228000
2025-01-16,^NSEI,23377.25,23391.650390625,23272.05078125,23311.80078125,23311.80078125,299400
2025-01-17,^NSEI,23277.099609375,23292.099609375,23100.349609375,23203.19921875,23203.19921875,272900
2025-01-20,^NSEI,23290.400390625,23391.099609375,23170.650390625,23344.75,23344.75,301500
2025-01-21,^NSEI,23421.650390625,23426.30078125,22976.849609375,23024.650390625,23024.650390625,312900
2025-01-22,^NSEI,23099.150390625,23169.55078125,22981.30078125,23155.349609375,23155.349609375,276000
2025-01-23,^NSEI,23128.30078125,23270.80078125,23090.650390625,23205.349609375,23205.349609375,275600
2025-01-24,^NSEI,23183.900390625,23347.30078125,23050.0,23092.19921875,23092.19921875,264300
2025-01-27,^NSEI,22940.150390625,23007.44921875,22786.900390625,22829.150390625,22829.150390625,257400
2025-01-28,^NSEI,22960.44921875,23137.94921875,22857.650390625,22957.25,22957.25,361900
2025-01-29,^NSEI,23026.75,23183.349609375,22976.5,23163.099609375,23163.099609375,226300
2025-01-30,^NSEI,23169.5,23322.05078125,23139.19921875,23249.5,23249.5,361900
2025-01-31,^NSEI,23296.75,23546.80078125,23277.400390625,23508.400390625,23508.400390625,304900
2025-02-01,^NSEI,23528.599609375,23632.44921875,23318.30078125,23482.150390625,23482.150390625,281000
2025-02-03,^NSEI,23319.349609375,23381.599609375,23222.0,23361.05078125,23361.05078125,329700
2025-02-04,^NSEI,23509.900390625,23762.75,23423.150390625,23739.25,23739.25,376700
2025-02-05,^NSEI,23801.75,23807.30078125,23680.44921875,23696.30078125,23696.30078125,267000
2025-02-06,^NSEI,23761.94921875,23773.55078125,23556.25,23603.349609375,23603.349609375,307000
2025-02-07,^NSEI,23649.5,23694.5,23443.19921875,23559.94921875,23559.94921875,368100
2025-02-10,^NSEI,23543.80078125,23568.599609375,23316.30078125,23381.599609375,23381.599609375,234200
2025-02-11,^NSEI,23383.55078125,23390.05078125,22986.650390625,23071.80078125,23071.80078125,268000
2025-02-12,^NSEI,23050.80078125,23144.69921875,22798.349609375,23045.25,23045.25,279700
2025-02-13,^NSEI,23055.75,23235.5,22992.19921875,23031.400390625,23031.400390625,265700
2025-02-14,^NSEI,23096.44921875,23133.69921875,22774.849609375,22929.25,22929.25,254500
2025-02-17,^NSEI,22809.900390625,22974.19921875,22725.44921875,22959.5,22959.5,207400
2025-02-18,^NSEI,22963.650390625,22992.5,22801.5,22945.30078125,22945.30078125,210600
2025-02-19,^NSEI,22847.25,23049.94921875,22814.849609375,22932.900390625,22932.900390625,207000
2025-02-20,^NSEI,22821.099609375,22923.849609375,22812.75,22913.150390625,22913.150390625,240800
2025-02-21,^NSEI,22857.19921875,22921.0,22720.30078125,22795.900390625,22795.900390625,242800
2025-02-24,^NSEI,22609.349609375,22668.05078125,22518.80078125,22553.349609375,22553.349609375,214300
2025-02-25,^NSEI,22516.44921875,22625.30078125,22513.900390625,22547.55078125,22547.55078125,250300
2025-02-27,^NSEI,22568.94921875,22613.30078125,22508.400390625,22545.05078125,22545.05078125,289200
2025-02-28,^NSEI,22433.400390625,22450.349609375,22104.849609375,22124.69921875,22124.69921875,551300
2025-03-03,^NSEI,22194.55078125,22261.55078125,22004.69921875,22119.30078125,22119.30078125,282400
2025-03-04,^NSEI,21974.44921875,22105.05078125,21964.599609375,22082.650390625,22082.650390625,253300
2025-03-05,^NSEI,22073.05078125,22394.900390625,22067.80078125,22337.30078125,22337.30078125,305900
2025-03-06,^NSEI,22476.349609375,22556.44921875,22245.849609375,22544.69921875,22544.69921875,372100
2025-03-07,^NSEI,22508.650390625,22633.80078125,22464.75,22552.5,22552.5,289800
2025-03-10,^NSEI,22521.849609375,22676.75,22429.05078125,22460.30078125,22460.30078125,293900
2025-03-11,^NSEI,22345.94921875,22522.099609375,22314.69921875,22497.900390625,22497.900390625,347900
2025-03-12,^NSEI,22536.349609375,22577.400390625,22329.55078125,22470.5,22470.5,369700
2025-03-13,^NSEI,22541.5,22558.05078125,22377.349609375,22397.19921875,22397.19921875,287500
2025-03-17,^NSEI,22353.150390625,22577.0,22353.150390625,22508.75,22508.75,251100
2025-03-18,^NSEI,22662.25,22857.80078125,22599.19921875,22834.30078125,22834.30078125,272600
2025-03-19,^NSEI,22874.94921875,22940.69921875,22807.94921875,22907.599609375,22907.599609375,324000
2025-03-20,^NSEI,23036.599609375,23216.69921875,22973.94921875,23190.650390625,23190.650390625,313700
2025-03-21,^NSEI,23168.25,23402.69921875,23132.80078125,23350.400390625,23350.400390625,541000
2025-03-24,^NSEI,23515.400390625,23708.75,23433.5,23658.349609375,23658.349609375,311900
2025-03-25,^NSEI,23751.5,23869.599609375,23601.400390625,23668.650390625,23668.650390625,338200
2025-03-26,^NSEI,23700.94921875,23736.5,23451.69921875,23486.849609375,23486.849609375,278600
2025-03-27,^NSEI,23433.94921875,23646.44921875,23412.19921875,23591.94921875,23591.94921875,510300
2025-03-28,^NSEI,23600.400390625,23649.19921875,23450.19921875,23519.349609375,23519.349609375,295400
2025-04-01,^NSEI,23341.099609375,23565.150390625,23136.400390625,23165.69921875,23165.69921875,314300
2025-04-02,^NSEI,23192.599609375,23350.0,23158.44921875,23332.349609375,23332.349609375,341000
2025-04-03,^NSEI,23150.30078125,23306.5,23145.80078125,23250.099609375,23250.099609375,283200
2025-04-04,^NSEI,23190.400390625,23214.69921875,22857.44921875,22904.44921875,22904.44921875,466800
2025-04-07,^NSEI,21758.400390625,22254.0,21743.650390625,22161.599609375,22161.599609375,647100
